"Source","Target","Weight"
"lmo","sk",4
"lmo","sl",3
"lmo","so",4
"lmo","sq",3
"lmo","sr",4
"lmo","st",1
"lmo","stq",1
"lmo","su",2
"lmo","sv",3
"lmo","sw",1
"lmo","szl",2
"lmo","szy",1
"lmo","ta",4
"lmo","tay",1
"lmo","te",3
"lmo","tg",3
"lmo","th",4
"lmo","ti",1
"lmo","tk",2
"lmo","tl",1
"lmo","tr",4
"lmo","trv",1
"lmo","tt",3
"lmo","tw",1
"lmo","tyv",1
"lmo","udm",1
"lmo","uk",4
"lmo","ur",4
"lmo","uz",2
"lmo","vec",2
"lmo","vi",4
"lmo","war",1
"lmo","wuu",1
"lmo","xh",1
"lmo","xmf",1
"lmo","yi",4
"lmo","yo",2
"lmo","zh",4
"lmo","zh-classical",1
"lmo","zh-min-nan",2
"lmo","zh-yue",3
"lmo","zu",1
"ln","lt",1
"ln","map-bms",1
"ln","mg",1
"ln","min",1
"ln","mk",1
"ln","ml",1
"ln","mn",1
"ln","mr",1
"ln","ms",1
"ln","mzn",1
"ln","nap",1
"ln","ne",1
"ln","nl",1
"ln","nn",1
"ln","no",1
"ln","oc",1
"ln","or",1
"ln","pa",1
"ln","pl",1
"ln","pt",1
"ln","qu",1
"ln","rmy",1
"ln","ro",1
"ln","ru",1
"ln","sah",1
"ln","scn",1
"ln","sco",1
"ln","sd",1
"ln","sh",1
"ln","si",1
"ln","simple",1
"ln","sk",1
"ln","sl",1
"ln","sq",1
"ln","sr",1
"ln","su",1
"ln","sv",1
"ln","sw",1
"ln","szl",1
"ln","ta",1
"ln","te",1
"ln","tg",1
"ln","th",1
"ln","tk",1
"ln","tl",1
"ln","tr",1
"ln","tt",1
"ln","uk",1
"ln","ur",1
"ln","uz",1
"ln","vec",1
"ln","vi",1
"ln","yi",1
"ln","zh",1
"ln","zh-min-nan",1
"ln","zh-yue",1
"lo","lt",2
"lo","ltg",1
"lo","lv",2
"lo","mai",1
"lo","mi",1
"lo","min",3
"lo","mk",3
"lo","ml",3
"lo","mn",2
"lo","mr",2
"lo","ms",3
"lo","mt",1
"lo","mwl",1
"lo","my",2
"lo","myv",1
"lo","nah",2
"lo","nap",1
"lo","ne",2
"lo","new",1
"lo","nl",3
"lo","nn",2
"lo","no",3
"lo","oc",3
"lo","or",2
"lo","os",1
"lo","pl",3
"lo","ps",1
"lo","pt",3
"lo","ro",3
"lo","ru",3
"lo","rue",1
"lo","sa",1
"lo","scn",1
"lo","sco",2
"lo","sd",2
"lo","se",1
"lo","sh",3
"lo","shi",1
"lo","shn",1
"lo","si",3
"lo","simple",3
"lo","sk",3
"lo","sl",3
"lo","so",2
"lo","sq",1
"lo","sr",3
"lo","su",1
"lo","sv",2
"lo","szl",1
"lo","ta",3
"lo","te",2
"lo","tg",2
"lo","th",3
"lo","tk",1
"lo","tl",2
"lo","tr",3
"lo","tt",2
"lo","uk",2
"lo","ur",2
"lo","uz",2
"lo","vec",1
"lo","vi",3
"lo","wuu",1
"lo","yi",3
"lo","zh",3
"lo","zh-classical",2
"lo","zh-min-nan",1
"lo","zh-yue",3
"lt","ltg",1
"lt","lv",10
"lt","mad",1
"lt","mai",2
"lt","map-bms",3
"lt","mdf",1
"lt","mg",2
"lt","mi",1
"lt","min",16
"lt","mk",25
"lt","ml",24
"lt","mn",6
"lt","mni",1
"lt","mnw",1
"lt","mr",10
"lt","ms",28
"lt","mt",5
"lt","mwl",4
"lt","my",14
"lt","myv",1
"lt","mzn",5
"lt","na",2
"lt","nah",2
"lt","nap",5
"lt","nds",8
"lt","nds-nl",3
"lt","ne",20
"lt","nia",1
"lt","nl",29
"lt","nn",8
"lt","no",24
"lt","nrm",2
"lt","oc",12
"lt","om",1
"lt","or",13
"lt","os",1
"lt","pa",7
"lt","pfl",1
"lt","pl",27
"lt","pms",1
"lt","pnt",1
"lt","ps",3
"lt","pt",31
"lt","qu",4
"lt","rmy",4
"lt","ro",27
"lt","roa-rup",1
"lt","roa-tara",1
"lt","ru",29
"lt","rue",5
"lt","sa",5
"lt","sah",10
"lt","sat",2
"lt","sc",3
"lt","scn",12
"lt","sco",14
"lt","sd",18
"lt","se",5
"lt","sg",2
"lt","sh",23
"lt","shn",9
"lt","si",23
"lt","simple",25
"lt","sk",28
"lt","sl",24
"lt","smn",1
"lt","so",8
"lt","sq",18
"lt","sr",30
"lt","st",1
"lt","stq",2
"lt","su",10
"lt","sv",27
"lt","sw",4
"lt","szl",6
"lt","szy",1
"lt","ta",23
"lt","tay",1
"lt","te",22
"lt","tg",18
"lt","th",29
"lt","ti",1
"lt","tk",7
"lt","tl",11
"lt","tr",29
"lt","trv",1
"lt","tt",23
"lt","tw",1
"lt","tyv",1
"lt","udm",2
"lt","uk",26
"lt","ur",25
"lt","uz",18
"lt","vec",9
"lt","vep",1
"lt","vi",29
"lt","vls",1
"lt","vo",2
"lt","wa",2
"lt","war",2
"lt","wuu",6
"lt","xal",1
"lt","xh",1
"lt","xmf",2
"lt","yi",22
"lt","yo",4
"lt","zea",1
"lt","zh",30
"lt","zh-classical",4
"lt","zh-min-nan",7
"lt","zh-yue",21
"lt","zu",1
"ltg","lv",2
"ltg","mi",1
"ltg","min",1
"ltg","mk",2
"ltg","ml",2
"ltg","mn",2
"ltg","mr",1
"ltg","ms",2
"ltg","mt",1
"ltg","my",1
"ltg","nah",1
"ltg","nds-nl",1
"ltg","ne",2
"ltg","new",1
"ltg","nl",2
"ltg","nn",2
"ltg","no",2
"ltg","oc",2
"ltg","or",1
"ltg","os",1
"ltg","pl",2
"ltg","pt",2
"ltg","qu",1
"ltg","ro",2
"ltg","ru",2
"ltg","scn",1
"ltg","sco",2
"ltg","sd",2
"ltg","se",1
"ltg","sh",2
"ltg","shi",1
"ltg","shn",1
"ltg","si",1
"ltg","simple",2
"ltg","sk",2
"ltg","sl",2
"ltg","sr",2
"ltg","sv",2
"ltg","sw",1
"ltg","ta",1
"ltg","te",2
"ltg","tg",2
"ltg","th",2
"ltg","tl",2
"ltg","tr",2
"ltg","tt",1
"ltg","uk",2
"ltg","ur",2
"ltg","uz",1
"ltg","vec",2
"ltg","vi",2
"ltg","vls",1
"ltg","yi",2
"ltg","zh",2
"ltg","zh-classical",2
"ltg","zh-min-nan",1
"ltg","zh-yue",2
"lv","mad",1
"lv","mai",3
"lv","map-bms",2
"lv","mdf",2
"lv","mg",1
"lv","mi",2
"lv","min",7
"lv","mk",11
"lv","ml",12
"lv","mn",5
"lv","mni",1
"lv","mnw",1
"lv","mr",6
"lv","ms",13
"lv","mt",4
"lv","mwl",3
"lv","my",9
"lv","myv",1
"lv","mzn",2
"lv","na",2
"lv","nah",2
"lv","nap",3
"lv","nds",8
"lv","nds-nl",2
"lv","ne",12
"lv","new",1
"lv","nl",13
"lv","nn",7
"lv","no",11
"lv","nrm",2
"lv","oc",10
"lv","om",1
"lv","or",7
"lv","os",2
"lv","pa",5
"lv","pap",1
"lv","pfl",1
"lv","pl",13
"lv","pms",1
"lv","pnt",1
"lv","ps",3
"lv","pt",13
"lv","qu",3
"lv","rmy",2
"lv","ro",13
"lv","roa-rup",1
"lv","roa-tara",1
"lv","ru",13
"lv","rue",4
"lv","sa",3
"lv","sah",6
"lv","sat",2
"lv","sc",2
"lv","scn",5
"lv","sco",7
"lv","sd",13
"lv","se",4
"lv","sg",1
"lv","sh",12
"lv","shi",1
"lv","shn",8
"lv","si",10
"lv","simple",10
"lv","sk",13
"lv","sl",11
"lv","smn",2
"lv","so",5
"lv","sq",9
"lv","sr",13
"lv","st",1
"lv","stq",2
"lv","su",5
"lv","sv",12
"lv","sw",3
"lv","szl",6
"lv","szy",1
"lv","ta",12
"lv","tay",1
"lv","te",10
"lv","tg",12
"lv","th",13
"lv","ti",1
"lv","tk",4
"lv","tl",8
"lv","tr",13
"lv","trv",1
"lv","ts",1
"lv","tt",10
"lv","tw",1
"lv","tyv",1
"lv","udm",1
"lv","uk",13
"lv","ur",13
"lv","uz",9
"lv","vec",9
"lv","vep",1
"lv","vi",13
"lv","vls",1
"lv","vo",2
"lv","wa",2
"lv","war",2
"lv","wuu",5
"lv","xal",1
"lv","xh",1
"lv","xmf",1
"lv","yi",11
"lv","yo",4
"lv","zea",1
"lv","zh",13
"lv","zh-classical",6
"lv","zh-min-nan",5
"lv","zh-yue",12
"lv","zu",1
"mad","min",1
"mad","mk",1
"mad","ms",2
"mad","mt",1
"mad","mwl",2
"mad","my",1
"mad","na",1
"mad","nap",1
"mad","nds",2
"mad","nds-nl",1
"mad","ne",1
"mad","nl",1
"mad","nn",1
"mad","no",1
"mad","nrm",1
"mad","oc",1
"mad","om",1
"mad","or",1
"mad","os",1
"mad","pa",1
"mad","pl",1
"mad","pms",1
"mad","pt",2
"mad","ro",2
"mad","roa-rup",1
"mad","ru",1
"mad","rue",1
"mad","sah",1
"mad","sat",1
"mad","scn",1
"mad","sco",1
"mad","sd",1
"mad","se",1
"mad","sh",1
"mad","shn",1
"mad","si",1
"mad","simple",2
"mad","sk",1
"mad","sl",1
"mad","smn",1
"mad","sq",1
"mad","sr",1
"mad","su",1
"mad","sv",1
"mad","szl",1
"mad","ta",1
"mad","te",1
"mad","tg",1
"mad","th",1
"mad","tl",2
"mad","tr",1
"mad","tt",1
"mad","uk",1
"mad","ur",2
"mad","uz",1
"mad","vec",1
"mad","vep",1
"mad","vi",1
"mad","vo",1
"mad","wa",1
"mad","war",1
"mad","wuu",1
"mad","yi",1
"mad","yo",1
"mad","zh",1
"mad","zh-min-nan",1
"mad","zh-yue",1
"mai","mdf",1
"mai","mi",1
"mai","min",1
"mai","mk",3
"mai","ml",3
"mai","mn",2
"mai","mnw",1
"mai","mr",2
"mai","ms",3
"mai","mt",1
"mai","mwl",1
"mai","my",3
"mai","myv",1
"mai","na",1
"mai","nap",1
"mai","nds",2
"mai","nds-nl",1
"mai","ne",3
"mai","nl",3
"mai","nn",1
"mai","no",1
"mai","oc",3
"mai","or",2
"mai","pa",1
"mai","pap",1
"mai","pfl",1
"mai","pl",3
"mai","ps",2
"mai","pt",3
"mai","qu",1
"mai","rmy",1
"mai","ro",3
"mai","ru",3
"mai","rue",1
"mai","sa",1
"mai","sah",1
"mai","sat",1
"mai","sc",1
"mai","sco",2
"mai","sd",3
"mai","se",1
"mai","sg",1
"mai","sh",3
"mai","shn",2
"mai","si",2
"mai","simple",2
"mai","sk",3
"mai","sl",3
"mai","smn",1
"mai","so",2
"mai","sq",2
"mai","sr",3
"mai","st",1
"mai","su",1
"mai","sv",3
"mai","szl",3
"mai","szy",1
"mai","ta",3
"mai","tay",1
"mai","te",3
"mai","tg",3
"mai","th",3
"mai","ti",1
"mai","tk",1
"mai","tl",3
"mai","tr",3
"mai","trv",1
"mai","ts",1
"mai","tt",3
"mai","tw",1
"mai","tyv",1
"mai","udm",1
"mai","uk",3
"mai","ur",3
"mai","uz",3
"mai","vec",2
"mai","vi",3
"mai","war",1
"mai","wuu",2
"mai","xh",1
"mai","xmf",1
"mai","yi",2
"mai","yo",2
"mai","zh",3
"mai","zh-classical",3
"mai","zh-yue",3
"mai","zu",1
"map-bms","mdf",1
"map-bms","mg",2
"map-bms","min",2
"map-bms","mk",5
"map-bms","ml",5
"map-bms","mn",1
"map-bms","mni",1
"map-bms","mr",2
"map-bms","ms",5
"map-bms","mt",2
"map-bms","mwl",1
"map-bms","my",1
"map-bms","mzn",2
"map-bms","nap",2
"map-bms","nds",2
"map-bms","ne",4
"map-bms","nl",5
"map-bms","nn",2
"map-bms","no",5
"map-bms","nrm",1
"map-bms","oc",3
"map-bms","or",3
"map-bms","pa",1
"map-bms","pl",5
"map-bms","pms",1
"map-bms","ps",1
"map-bms","pt",5
"map-bms","qu",1
"map-bms","rmy",2
"map-bms","ro",5
"map-bms","ru",5
"map-bms","rue",1
"map-bms","sah",3
"map-bms","sat",1
"map-bms","sc",1
"map-bms","scn",3
"map-bms","sco",2
"map-bms","sd",4
"map-bms","se",1
"map-bms","sh",4
"map-bms","shn",1
"map-bms","si",5
"map-bms","simple",4
"map-bms","sk",5
"map-bms","sl",5
"map-bms","so",2
"map-bms","sq",3
"map-bms","sr",5
"map-bms","stq",1
"map-bms","su",4
"map-bms","sv",5
"map-bms","sw",2
"map-bms","szl",2
"map-bms","ta",5
"map-bms","te",5
"map-bms","tg",3
"map-bms","th",5
"map-bms","tk",1
"map-bms","tl",2
"map-bms","tr",5
"map-bms","tt",3
"map-bms","uk",5
"map-bms","ur",5
"map-bms","uz",2
"map-bms","vec",3
"map-bms","vi",5
"map-bms","vo",1
"map-bms","wa",1
"map-bms","wuu",1
"map-bms","yi",5
"map-bms","zea",1
"map-bms","zh",5
"map-bms","zh-classical",1
"map-bms","zh-min-nan",3
"map-bms","zh-yue",4
"mdf","mk",2
"mdf","ml",2
"mdf","mni",1
"mdf","ms",2
"mdf","mwl",1
"mdf","my",1
"mdf","mzn",1
"mdf","nds",2
"mdf","ne",2
"mdf","nl",2
"mdf","nn",1
"mdf","no",1
"mdf","nrm",1
"mdf","oc",1
"mdf","pap",1
"mdf","pl",2
"mdf","pms",1
"mdf","pt",2
"mdf","rmy",1
"mdf","ro",2
"mdf","ru",2
"mdf","rue",1
"mdf","sah",1
"mdf","sco",1
"mdf","sd",2
"mdf","sh",2
"mdf","shn",1
"mdf","si",2
"mdf","simple",2
"mdf","sk",2
"mdf","sl",2
"mdf","smn",1
"mdf","sq",1
"mdf","sr",2
"mdf","stq",1
"mdf","su",1
"mdf","sv",2
"mdf","szl",2
"mdf","ta",2
"mdf","te",2
"mdf","tg",2
"mdf","th",2
"mdf","tl",2
"mdf","tr",2
"mdf","ts",1
"mdf","tt",2
"mdf","uk",2
"mdf","ur",2
"mdf","uz",1
"mdf","vec",1
"mdf","vi",2
"mdf","vo",1
"mdf","wa",1
"mdf","wuu",1
"mdf","yi",1
"mdf","yo",1
"mdf","zea",1
"mdf","zh",2
"mdf","zh-classical",2
"mdf","zh-min-nan",1
"mdf","zh-yue",2
"mg","min",2
"mg","mk",3
"mg","ml",3
"mg","mn",2
"mg","mr",3
"mg","ms",3
"mg","mt",1
"mg","my",1
"mg","mzn",1
"mg","nap",2
"mg","nds",2
"mg","ne",3
"mg","nl",3
"mg","nn",2
"mg","no",3
"mg","oc",3
"mg","or",2
"mg","pa",2
"mg","pl",3
"mg","pnt",1
"mg","ps",1
"mg","pt",3
"mg","qu",1
"mg","rmy",1
"mg","ro",3
"mg","roa-tara",1
"mg","ru",3
"mg","rue",1
"mg","sah",3
"mg","scn",1
"mg","sco",3
"mg","sd",3
"mg","sh",3
"mg","shn",1
"mg","si",3
"mg","simple",3
"mg","sk",3
"mg","sl",3
"mg","so",2
"mg","sq",2
"mg","sr",3
"mg","stq",1
"mg","su",1
"mg","sv",3
"mg","sw",1
"mg","szl",2
"mg","ta",3
"mg","te",3
"mg","tg",2
"mg","th",3
"mg","tk",2
"mg","tl",1
"mg","tr",3
"mg","tt",2
"mg","uk",3
"mg","ur",3
"mg","uz",3
"mg","vec",3
"mg","vi",3
"mg","yi",3
"mg","yo",1
"mg","zh",3
"mg","zh-min-nan",1
"mg","zh-yue",3
"mi","min",1
"mi","mk",2
"mi","ml",2
"mi","mn",2
"mi","mnw",1
"mi","mr",2
"mi","ms",2
"mi","mt",2
"mi","mwl",1
"mi","my",2
"mi","na",1
"mi","nah",1
"mi","nds",1
"mi","nds-nl",1
"mi","ne",2
"mi","new",1
"mi","nl",2
"mi","nn",1
"mi","no",1
"mi","oc",2
"mi","or",2
"mi","os",1
"mi","pa",1
"mi","pfl",1
"mi","pl",2
"mi","ps",1
"mi","pt",2
"mi","qu",1
"mi","rmy",1
"mi","ro",2
"mi","ru",2
"mi","sa",1
"mi","sat",1
"mi","sc",1
"mi","sco",2
"mi","sd",2
"mi","sg",1
"mi","sh",2
"mi","shi",1
"mi","shn",2
"mi","si",1
"mi","simple",1
"mi","sk",2
"mi","sl",2
"mi","so",1
"mi","sq",1
"mi","sr",2
"mi","st",1
"mi","sv",2
"mi","szl",1
"mi","szy",1
"mi","ta",2
"mi","tay",1
"mi","te",2
"mi","tg",2
"mi","th",2
"mi","ti",1
"mi","tl",2
"mi","tr",2
"mi","trv",1
"mi","tt",1
"mi","tw",1
"mi","tyv",1
"mi","udm",1
"mi","uk",2
"mi","ur",2
"mi","uz",1
"mi","vec",2
"mi","vi",2
"mi","war",1
"mi","wuu",1
"mi","xh",1
"mi","xmf",1
"mi","yi",2
"mi","yo",1
"mi","zh",2
"mi","zh-classical",2
"mi","zh-min-nan",1
"mi","zh-yue",2
"mi","zu",1
"min","mk",16
"min","ml",15
"min","mn",4
"min","mr",7
"min","ms",17
"min","mt",3
"min","mwl",2
"min","my",9
"min","myv",1
"min","mzn",4
"min","na",1
"min","nah",2
"min","nap",5
"min","nds",4
"min","nds-nl",1
"min","ne",12
"min","new",1
"min","nl",17
"min","nn",7
"min","no",16
"min","nrm",1
"min","oc",9
"min","om",1
"min","or",10
"min","os",2
"min","pa",4
"min","pl",16
"min","pnt",1
"min","ps",2
"min","pt",17
"min","qu",2
"min","rmy",1
"min","ro",17
"min","roa-rup",1
"min","roa-tara",1
"min","ru",17
"min","rue",5
"min","sa",3
"min","sah",8
"min","sat",1
"min","sc",1
"min","scn",10
"min","sco",10
"min","sd",10
"min","se",3
"min","sh",15
"min","shi",1
"min","shn",7
"min","si",16
"min","simple",16
"min","sk",17
"min","sl",15
"min","smn",1
"min","so",5
"min","sq",13
"min","sr",17
"min","stq",1
"min","su",5
"min","sv",16
"min","sw",3
"min","szl",4
"min","ta",15
"min","te",14
"min","tg",13
"min","th",17
"min","tk",6
"min","tl",7
"min","tr",17
"min","tt",13
"min","uk",16
"min","ur",15
"min","uz",12
"min","vec",6
"min","vep",1
"min","vi",17
"min","vo",1
"min","wa",1
"min","war",1
"min","wuu",3
"min","xal",1
"min","yi",15
"min","yo",3
"min","zh",17
"min","zh-classical",2
"min","zh-min-nan",5
"min","zh-yue",15
"mk","ml",27
"mk","mn",7
"mk","mni",1
"mk","mnw",1
"mk","mr",12
"mk","ms",29
"mk","mt",8
"mk","mwl",5
"mk","my",16
"mk","myv",1
"mk","mzn",5
"mk","na",3
"mk","nah",2
"mk","nap",6
"mk","nds",10
"mk","nds-nl",4
"mk","ne",21
"mk","new",1
"mk","nl",30
"mk","nn",9
"mk","no",24
"mk","nrm",2
"mk","oc",14
"mk","om",1
"mk","or",13
"mk","os",2
"mk","pa",5
"mk","pap",1
"mk","pfl",2
"mk","pl",29
"mk","pms",1
"mk","pnt",1
"mk","ps",4
"mk","pt",31
"mk","qu",4
"mk","rmy",4
"mk","ro",30
"mk","roa-rup",1
"mk","roa-tara",1
"mk","ru",32
"mk","rue",8
"mk","sa",4
"mk","sah",11
"mk","sat",3
"mk","sc",3
"mk","scn",12
"mk","sco",16
"mk","sd",19
"mk","se",5
"mk","sg",2
"mk","sh",25
"mk","shi",1
"mk","shn",10
"mk","si",25
"mk","simple",27
"mk","sk",28
"mk","sl",27
"mk","smn",2
"mk","so",8
"mk","sq",17
"mk","sr",31
"mk","st",1
"mk","stq",2
"mk","su",9
"mk","sv",31
"mk","sw",5
"mk","szl",8
"mk","szy",1
"mk","ta",25
"mk","tay",1
"mk","te",27
"mk","tg",21
"mk","th",29
"mk","ti",1
"mk","tk",6
"mk","tl",12
"mk","tr",32
"mk","trv",1
"mk","ts",1
"mk","tt",23
"mk","tw",1
"mk","tyv",1
"mk","udm",2
"mk","uk",29
"mk","ur",27
"mk","uz",19
"mk","vec",14
"mk","vep",1
"mk","vi",32
"mk","vls",2
"mk","vo",2
"mk","wa",3
"mk","war",2
"mk","wuu",7
"mk","xal",1
"mk","xh",1
"mk","xmf",2
"mk","yi",26
"mk","yo",5
"mk","zea",1
"mk","zh",32
"mk","zh-classical",7
"mk","zh-min-nan",6
"mk","zh-yue",24
"mk","zu",1
"ml","mn",6
"ml","mni",1
"ml","mnw",1
"ml","mr",13
"ml","ms",32
"ml","mt",6
"ml","mwl",4
"ml","my",16
"ml","myv",1
"ml","mzn",7
"ml","na",2
"ml","nah",3
"ml","nap",5
"ml","nds",10
"ml","nds-nl",4
"ml","ne",21
"ml","new",1
"ml","nl",32
"ml","nn",8
"ml","no",25
"ml","nrm",1
"ml","oc",13
"ml","or",15
"ml","os",1
"ml","pa",6
"ml","pap",1
"ml","pfl",2
"ml","pl",32
"ml","pms",1
"ml","pnt",1
"ml","ps",5
"ml","pt",35
"ml","qu",4
"ml","rmy",4
"ml","ro",32
"ml","roa-tara",1
"ml","ru",36
"ml","rue",7
"ml","sa",4
"ml","sah",11
"ml","sat",2
"ml","sc",2
"ml","scn",12
"ml","sco",17
"ml","sd",24
"ml","se",4
"ml","sg",1
"ml","sh",27
"ml","shi",1
"ml","shn",10
"ml","si",30
"ml","simple",28
"ml","sk",30
"ml","sl",27
"ml","smn",1
"ml","so",8
"ml","sq",19
"ml","sr",35
"ml","st",1
"ml","stq",2
"ml","su",8
"ml","sv",31
"ml","sw",5
"ml","szl",7
"ml","szy",1
"ml","ta",28
"ml","tay",1
"ml","te",26
"ml","tg",22
"ml","th",34
"ml","ti",1
"ml","tk",7
"ml","tl",13
"ml","tr",35
"ml","trv",1
"ml","ts",1
"ml","tt",24
"ml","tw",1
"ml","tyv",1
"ml","udm",1
"ml","uk",32
"ml","ur",31
"ml","uz",23
"ml","vec",14
"ml","vi",35
"ml","vls",2
"ml","vo",1
"ml","wa",2
"ml","war",1
"ml","wuu",6
"ml","xal",1
"ml","xh",1
"ml","xmf",1
"ml","yi",26
"ml","yo",4
"ml","zea",1
"ml","zh",36
"ml","zh-classical",7
"ml","zh-min-nan",7
"ml","zh-yue",25
"ml","zu",1
"mn","mnw",1
"mn","mr",6
"mn","ms",7
"mn","mt",3
"mn","mwl",1
"mn","my",5
"mn","myv",1
"mn","mzn",1
"mn","na",1
"mn","nah",1
"mn","nap",3
"mn","nds",2
"mn","nds-nl",2
"mn","ne",7
"mn","new",1
"mn","nl",7
"mn","nn",5
"mn","no",6
"mn","oc",6
"mn","or",5
"mn","os",1
"mn","pa",3
"mn","pfl",1
"mn","pl",7
"mn","pnt",1
"mn","ps",2
"mn","pt",7
"mn","qu",3
"mn","rmy",2
"mn","ro",7
"mn","roa-tara",1
"mn","ru",7
"mn","rue",1
"mn","sa",1
"mn","sah",3
"mn","sat",1
"mn","sc",2
"mn","scn",2
"mn","sco",5
"mn","sd",7
"mn","se",2
"mn","sg",2
"mn","sh",6
"mn","shi",1
"mn","shn",3
"mn","si",5
"mn","simple",6
"mn","sk",7
"mn","sl",7
"mn","so",4
"mn","sq",4
"mn","sr",7
"mn","st",1
"mn","stq",1
"mn","su",3
"mn","sv",7
"mn","sw",2
"mn","szl",4
"mn","szy",1
"mn","ta",6
"mn","tay",1
"mn","te",7
"mn","tg",6
"mn","th",7
"mn","ti",1
"mn","tk",3
"mn","tl",5
"mn","tr",7
"mn","trv",1
"mn","tt",5
"mn","tw",1
"mn","tyv",1
"mn","udm",2
"mn","uk",7
"mn","ur",7
"mn","uz",6
"mn","vec",6
"mn","vi",7
"mn","vls",1
"mn","war",1
"mn","wuu",2
"mn","xh",1
"mn","xmf",2
"mn","yi",7
"mn","yo",2
"mn","zh",7
"mn","zh-classical",4
"mn","zh-min-nan",2
"mn","zh-yue",7
"mn","zu",1
"mni","ms",1
"mni","mwl",1
"mni","mzn",1
"mni","nds",1
"mni","ne",1
"mni","nl",1
"mni","nn",1
"mni","no",1
"mni","nrm",1
"mni","pl",1
"mni","pms",1
"mni","pt",1
"mni","rmy",1
"mni","ro",1
"mni","ru",1
"mni","sd",1
"mni","sh",1
"mni","si",1
"mni","simple",1
"mni","sk",1
"mni","sl",1
"mni","sq",1
"mni","sr",1
"mni","stq",1
"mni","su",1
"mni","sv",1
"mni","szl",1
"mni","ta",1
"mni","te",1
"mni","tg",1
"mni","th",1
"mni","tl",1
"mni","tr",1
"mni","tt",1
"mni","uk",1
"mni","ur",1
"mni","vi",1
"mni","vo",1
"mni","wa",1
"mni","wuu",1
"mni","yi",1
"mni","zea",1
"mni","zh",1
"mni","zh-classical",1
"mni","zh-min-nan",1
"mni","zh-yue",1
"mnw","mr",1
"mnw","ms",1
"mnw","mt",1
"mnw","mwl",1
"mnw","my",1
"mnw","na",1
"mnw","nds",1
"mnw","nds-nl",1
"mnw","ne",1
"mnw","nl",1
"mnw","oc",1
"mnw","or",1
"mnw","pa",1
"mnw","pfl",1
"mnw","pl",1
"mnw","ps",1
"mnw","pt",1
"mnw","qu",1
"mnw","rmy",1
"mnw","ro",1
"mnw","ru",1
"mnw","sa",1
"mnw","sat",1
"mnw","sc",1
"mnw","sco",1
"mnw","sd",1
"mnw","sg",1
"mnw","sh",1
"mnw","shn",1
"mnw","sk",1
"mnw","sl",1
"mnw","so",1
"mnw","sq",1
"mnw","sr",1
"mnw","st",1
"mnw","sv",1
"mnw","szl",1
"mnw","szy",1
"mnw","ta",1
"mnw","tay",1
"mnw","te",1
"mnw","tg",1
"mnw","th",1
"mnw","ti",1
"mnw","tl",1
"mnw","tr",1
"mnw","trv",1
"mnw","tt",1
"mnw","tw",1
"mnw","tyv",1
"mnw","udm",1
"mnw","uk",1
"mnw","ur",1
"mnw","uz",1
"mnw","vec",1
"mnw","vi",1
"mnw","war",1
"mnw","wuu",1
"mnw","xh",1
"mnw","xmf",1
"mnw","yi",1
"mnw","yo",1
"mnw","zh",1
"mnw","zh-classical",1
"mnw","zh-yue",1
"mnw","zu",1
"mr","ms",14
"mr","mt",4
"mr","mwl",2
"mr","my",8
"mr","myv",1
"mr","mzn",4
"mr","na",2
"mr","nah",1
"mr","nap",3
"mr","nds",6
"mr","nds-nl",3
"mr","ne",11
"mr","new",1
"mr","nl",13
"mr","nn",4
"mr","no",11
"mr","oc",8
"mr","or",8
"mr","os",1
"mr","pa",4
"mr","pfl",2
"mr","pl",15
"mr","pnt",1
"mr","ps",4
"mr","pt",15
"mr","qu",2
"mr","rmy",3
"mr","ro",13
"mr","roa-tara",1
"mr","ru",15
"mr","rue",2
"mr","sa",2
"mr","sah",6
"mr","sat",1
"mr","sc",2
"mr","scn",4
"mr","sco",8
"mr","sd",13
"mr","se",2
"mr","sg",2
"mr","sh",13
"mr","shi",1
"mr","shn",4
"mr","si",12
"mr","simple",14
"mr","sk",14
"mr","sl",11
"mr","so",5
"mr","sq",10
"mr","sr",15
"mr","st",1
"mr","stq",1
"mr","su",4
"mr","sv",14
"mr","sw",3
"mr","szl",5
"mr","szy",1
"mr","ta",13
"mr","tay",1
"mr","te",13
"mr","tg",10
"mr","th",14
"mr","ti",1
"mr","tk",4
"mr","tl",5
"mr","tr",15
"mr","trv",1
"mr","tt",10
"mr","tw",1
"mr","tyv",1
"mr","udm",2
"mr","uk",13
"mr","ur",15
"mr","uz",12
"mr","vec",9
"mr","vi",15
"mr","vls",1
"mr","wa",1
"mr","war",1
"mr","wuu",4
"mr","xh",1
"mr","xmf",2
"mr","yi",11
"mr","yo",2
"mr","zh",15
"mr","zh-classical",4
"mr","zh-min-nan",3
"mr","zh-yue",13
"mr","zu",1
"ms","mt",8
"ms","mwl",6
"ms","my",17
"ms","myv",1
"ms","mzn",6
"ms","na",3
"ms","nah",3
"ms","nap",6
"ms","nds",12
"ms","nds-nl",5
"ms","ne",24
"ms","new",1
"ms","nia",1
"ms","nl",37
"ms","nn",9
"ms","no",33
"ms","nrm",2
"ms","oc",15
"ms","om",1
"ms","or",17
"ms","os",2
"ms","pa",8
"ms","pap",1
"ms","pfl",2
"ms","pl",36
"ms","pms",2
"ms","pnt",1
"ms","ps",5
"ms","pt",43
"ms","qu",4
"ms","rmy",4
"ms","ro",36
"ms","roa-rup",1
"ms","roa-tara",1
"ms","ru",39
"ms","rue",8
